timestamp,frame,track_id,cls,x1,y1,x2,y2
2025-10-29T11:52:31.187535,102,1,0,323,185,970,714
2025-10-29T11:52:31.322625,103,1,0,329,176,976,715
2025-10-29T11:52:31.436288,104,1,0,360,170,974,715
2025-10-29T11:52:31.564663,105,1,0,378,162,972,714
2025-10-29T11:52:31.678472,106,1,0,380,164,974,714
2025-10-29T11:52:31.804809,107,1,0,382,162,969,714
2025-10-29T11:52:31.917641,108,1,0,385,163,973,714
2025-10-29T11:52:32.055279,109,1,0,383,157,973,714
2025-10-29T11:52:32.188839,110,1,0,391,164,973,713
2025-10-29T11:52:32.326103,111,1,0,400,166,962,713
2025-10-29T11:52:32.461287,112,1,0,405,164,990,713
2025-10-29T11:52:32.600686,113,1,0,408,166,1005,713
2025-10-29T11:52:32.744160,114,1,0,411,166,1011,713
2025-10-29T11:52:32.876495,115,1,0,411,167,1012,712
2025-10-29T11:52:33.010237,116,1,0,410,167,1004,712
2025-10-29T11:52:33.124645,117,1,0,405,167,1022,713
2025-10-29T11:52:33.258626,118,1,0,407,169,1010,713
2025-10-29T11:52:33.404958,119,1,0,406,169,1015,713
2025-10-29T11:52:33.541345,120,1,0,398,169,1004,714
2025-10-29T11:52:33.673263,121,1,0,396,169,1021,714
2025-10-29T11:52:33.808963,122,1,0,394,171,1009,714
2025-10-29T11:52:33.947947,123,1,0,394,169,1011,714
2025-10-29T11:52:34.088687,124,1,0,391,167,1011,714
2025-10-29T11:52:34.226813,125,1,0,391,166,1012,714
2025-10-29T11:52:34.369344,126,1,0,393,167,996,714
2025-10-29T11:52:34.495318,127,1,0,400,168,1002,713
2025-10-29T11:52:34.643073,128,1,0,399,167,1002,714
2025-10-29T11:52:34.797441,129,1,0,403,168,992,713
2025-10-29T11:52:34.920689,130,1,0,409,166,986,712
2025-10-29T11:52:35.057182,131,1,0,407,167,981,712
2025-10-29T11:52:35.204010,132,1,0,412,170,966,712
2025-10-29T11:52:35.338556,133,1,0,410,170,971,713
2025-10-29T11:52:35.473527,134,1,0,410,170,986,713
2025-10-29T11:52:35.613468,135,1,0,405,176,985,713
2025-10-29T11:53:19.959385,0,1,0,384,148,1045,714
2025-10-29T11:53:20.093649,1,1,0,394,150,1038,714
2025-10-29T11:53:20.238728,2,1,0,388,151,1033,714
2025-10-29T11:53:20.364376,3,1,0,388,153,1031,713
2025-10-29T11:53:20.511781,4,1,0,387,150,1031,713
2025-10-29T11:53:20.637283,5,1,0,390,151,1034,713
2025-10-29T11:53:20.780494,6,1,0,383,151,1029,713
2025-10-29T11:53:20.914764,7,1,0,386,156,1010,714
2025-10-29T11:53:21.054845,8,1,0,383,163,1018,714
2025-10-29T11:53:21.205086,9,1,0,390,174,990,715
2025-10-29T11:53:21.337422,10,1,0,389,186,977,715
2025-10-29T11:53:21.496338,11,1,0,387,198,975,716
2025-10-29T11:53:21.659265,12,1,0,349,209,968,716
2025-10-29T11:53:21.783016,13,1,0,355,216,965,716
2025-10-29T11:53:21.921573,14,1,0,368,221,964,716
2025-10-29T11:53:22.070753,15,1,0,388,225,962,715
2025-10-29T11:53:22.190636,16,1,0,360,218,956,715
2025-10-29T11:53:22.332319,17,1,0,321,210,973,716
2025-10-29T11:53:22.473000,18,1,0,349,208,970,715
2025-10-29T11:53:22.605979,19,1,0,349,193,973,716
2025-10-29T11:53:22.771344,20,1,0,341,174,982,717
2025-10-29T11:53:22.929235,21,1,0,375,152,1021,715
2025-10-29T11:53:23.071376,22,1,0,379,137,1030,715
2025-10-29T11:53:23.249517,23,1,0,373,123,1037,715
2025-10-29T11:53:23.416763,24,1,0,366,116,1044,716
2025-10-29T11:53:23.566888,25,1,0,375,122,1037,716
2025-10-29T11:53:23.715184,26,1,0,375,129,1037,715
2025-10-29T11:53:23.840841,27,1,0,376,131,1038,716
2025-10-29T11:53:24.001174,28,1,0,375,132,1037,716
2025-10-29T11:53:24.149684,29,1,0,372,133,1034,714
2025-10-29T11:53:24.324693,30,1,0,368,135,1032,715
2025-10-29T11:53:24.513941,31,1,0,371,136,1035,715
2025-10-29T11:53:24.633762,32,1,0,382,146,1034,714
2025-10-29T11:53:24.772931,33,1,0,384,156,1039,712
2025-10-29T11:53:24.919702,34,1,0,381,157,1039,712
2025-10-29T11:53:25.047022,35,1,0,379,160,1036,712
2025-10-29T11:53:25.184985,36,1,0,380,164,1033,712
2025-10-29T11:53:25.332457,37,1,0,381,166,1032,712
2025-10-29T11:53:25.463765,38,1,0,378,166,1031,712
2025-10-29T11:53:25.596521,39,1,0,379,168,1028,713
2025-10-29T11:53:25.743298,40,1,0,385,171,1027,712
2025-10-29T11:53:25.876685,41,1,0,386,171,1043,711
2025-10-29T11:53:26.012544,42,1,0,405,177,1052,714
2025-10-29T11:53:26.146366,43,1,0,414,176,1061,714
2025-10-29T11:53:26.281176,44,1,0,414,173,1059,714
2025-10-29T11:53:26.427980,45,1,0,409,175,1059,715
2025-10-29T11:53:26.557602,46,1,0,420,174,1058,715
2025-10-29T11:53:26.715560,47,1,0,411,178,1061,714
2025-10-29T11:53:26.859199,48,1,0,411,180,1062,714
2025-10-29T11:53:27.002046,49,1,0,405,180,1063,713
2025-10-29T11:53:27.184181,50,1,0,411,183,1062,712
2025-10-29T11:53:27.324799,51,1,0,414,182,1065,711
2025-10-29T11:53:27.472714,52,1,0,401,181,1064,713
2025-10-29T11:53:27.600657,53,1,0,396,174,1065,716
2025-10-29T11:53:27.735870,54,1,0,393,169,1061,715
2025-10-29T11:53:27.907412,55,1,0,392,174,1055,716
2025-10-29T11:53:28.042351,56,1,0,397,178,1050,715
2025-10-29T11:53:28.196677,57,1,0,396,180,1052,715
2025-10-29T11:53:28.325352,58,1,0,391,182,1057,716
2025-10-29T11:53:28.462631,59,1,0,394,187,1026,713
2025-10-29T11:53:28.616284,60,1,0,404,186,1074,718
2025-10-29T11:53:28.779167,61,1,0,403,190,1169,715
2025-10-29T11:53:28.909409,62,1,0,392,193,1083,712
2025-10-29T11:53:29.051242,63,1,0,392,193,1083,712
2025-10-29T11:53:29.207079,64,1,0,381,200,1087,713
2025-10-29T11:53:29.407185,65,1,0,381,203,1089,713
2025-10-29T11:53:29.589738,66,1,0,380,204,1091,714
2025-10-29T11:53:29.589738,66,2,0,950,268,1278,708
2025-10-29T11:53:29.772979,67,1,0,380,204,1091,714
2025-10-29T11:53:29.772979,67,2,0,950,268,1278,708
2025-10-29T11:53:29.988328,68,1,0,335,214,1277,710
2025-10-29T11:53:29.988328,68,2,0,950,268,1278,708
2025-10-29T11:53:30.145794,69,1,0,357,216,1278,710
2025-10-29T11:53:30.145794,69,2,0,950,268,1278,708
2025-10-29T11:53:30.293182,70,1,0,368,210,1275,714
2025-10-29T11:53:30.293182,70,2,0,950,268,1278,708
2025-10-29T11:53:30.436658,71,1,0,373,197,1215,711
2025-10-29T11:53:30.436658,71,2,0,950,268,1278,708
2025-10-29T11:53:30.636985,72,1,0,384,205,1277,713
2025-10-29T11:53:30.636985,72,2,0,950,268,1278,708
2025-10-29T11:53:30.770045,73,1,0,360,195,1272,715
2025-10-29T11:53:30.770045,73,2,0,950,268,1278,708
2025-10-29T11:53:31.026444,74,1,0,387,190,1089,715
2025-10-29T11:53:31.026444,74,2,0,950,268,1278,708
2025-10-29T11:53:31.188317,75,1,0,383,174,1048,713
2025-10-29T11:53:31.188317,75,2,0,950,268,1278,708
2025-10-29T11:53:31.329402,76,1,0,384,162,1065,715
2025-10-29T11:53:31.329402,76,2,0,950,268,1278,708
2025-10-29T11:53:31.489408,77,1,0,376,152,1053,714
2025-10-29T11:53:31.489408,77,2,0,950,268,1278,708
2025-10-29T11:53:31.637398,78,1,0,382,156,1028,715
2025-10-29T11:53:31.637398,78,2,0,950,268,1278,708
2025-10-29T11:53:31.768842,79,1,0,386,163,1014,717
2025-10-29T11:53:31.768842,79,2,0,950,268,1278,708
2025-10-29T11:53:31.920286,80,1,0,383,177,996,715
2025-10-29T11:53:31.920286,80,2,0,950,268,1278,708
2025-10-29T11:53:32.069360,81,1,0,347,184,1014,715
2025-10-29T11:53:32.069360,81,2,0,950,268,1278,708
2025-10-29T11:53:32.242512,82,1,0,331,193,982,715
2025-10-29T11:53:32.242512,82,2,0,950,268,1278,708
2025-10-29T11:53:32.414350,83,1,0,314,217,965,714
2025-10-29T11:53:32.414350,83,2,0,950,268,1278,708
2025-10-29T11:53:32.585093,84,1,0,333,226,955,714
2025-10-29T11:53:32.585093,84,2,0,950,268,1278,708
2025-10-29T11:53:32.782947,85,1,0,361,231,956,714
2025-10-29T11:53:32.782947,85,2,0,950,268,1278,708
2025-10-29T11:53:32.936457,86,1,0,378,230,959,715
2025-10-29T11:53:32.936457,86,2,0,950,268,1278,708
2025-10-29T11:53:33.069073,87,1,0,355,227,959,714
2025-10-29T11:53:33.069073,87,2,0,950,268,1278,708
2025-10-29T11:53:33.229472,88,1,0,353,218,961,715
2025-10-29T11:53:33.229472,88,2,0,950,268,1278,708
2025-10-29T11:53:33.359839,89,1,0,341,211,966,715
2025-10-29T11:53:33.359839,89,2,0,950,268,1278,708
2025-10-29T11:53:33.495754,90,1,0,333,193,974,714
2025-10-29T11:53:33.495754,90,2,0,950,268,1278,708
2025-10-29T11:53:33.623534,91,1,0,327,167,1010,714
2025-10-29T11:53:33.623534,91,2,0,950,268,1278,708
2025-10-29T11:53:33.756622,92,1,0,316,144,1028,714
2025-10-29T11:53:33.756622,92,2,0,950,268,1278,708
2025-10-29T11:53:33.905634,93,1,0,311,113,1054,715
2025-10-29T11:53:33.905634,93,2,0,950,268,1278,708
2025-10-29T11:53:34.037070,94,1,0,312,100,1065,715
2025-10-29T11:53:34.037070,94,2,0,950,268,1278,708
2025-10-29T11:53:34.171104,95,1,0,304,91,1065,716
2025-10-29T11:53:34.171104,95,2,0,950,268,1278,708
2025-10-29T11:53:34.307982,96,1,0,349,102,1055,715
2025-10-29T11:53:34.307982,96,2,0,950,268,1278,708
2025-10-29T11:53:34.456536,97,1,0,369,119,1059,716
2025-10-29T11:53:34.596973,98,1,0,347,125,1047,716
2025-10-29T11:53:34.723076,99,1,0,331,133,1040,717
2025-10-29T11:53:34.886101,100,1,0,349,139,1038,716
2025-10-29T11:53:35.053170,101,1,0,364,149,1034,715
2025-10-29T11:53:35.211669,102,1,0,359,152,1033,715
2025-10-29T11:53:35.375143,103,1,0,378,154,1032,716
2025-10-29T11:53:35.549297,104,1,0,389,154,1031,715
2025-10-29T11:53:35.711963,105,1,0,396,152,1026,715
2025-10-29T11:53:35.863298,106,1,0,390,152,1022,715
2025-10-29T11:53:36.028843,107,1,0,384,152,1009,715
2025-10-29T11:53:36.307220,108,1,0,382,146,989,715
2025-10-29T11:53:36.459992,109,1,0,368,157,1266,714
2025-10-29T11:53:36.604667,110,1,0,380,161,1268,716
2025-10-29T11:53:36.760825,111,1,0,356,157,1269,715
2025-10-29T11:53:36.903025,112,1,0,355,162,1274,716
2025-10-29T11:53:37.035727,113,1,0,357,165,1273,716
2025-10-29T11:53:37.171516,114,1,0,363,167,1273,716
2025-10-29T11:53:37.303621,115,1,0,372,172,1277,716
2025-10-29T11:53:37.442456,116,1,0,374,171,1270,716
2025-10-29T11:53:37.581011,117,1,0,377,174,1275,716
2025-10-29T11:53:37.715484,118,1,0,372,172,1076,713
2025-10-29T11:53:37.853748,119,1,0,366,167,1019,715
2025-10-29T11:53:37.991586,120,1,0,411,177,990,713
2025-10-29T11:53:38.129971,121,1,0,474,222,933,712
2025-10-29T11:53:38.264119,122,1,0,323,200,968,713
2025-10-29T11:53:38.403682,123,1,0,323,200,968,713
2025-10-29T11:53:38.541619,124,1,0,4,220,922,716
2025-10-29T11:53:38.683359,125,1,0,2,0,949,713
2025-10-29T11:53:38.820249,126,1,0,0,209,930,715
2025-10-29T11:53:38.956714,127,1,0,9,225,930,716
2025-10-29T11:53:39.092163,128,1,0,5,223,935,715
2025-10-29T11:53:39.228873,129,1,0,23,226,932,716
2025-10-29T11:53:39.228873,129,3,15,0,17,331,609
2025-10-29T11:53:39.367897,130,1,0,7,225,925,717
2025-10-29T11:53:39.367897,130,3,15,0,17,331,609
2025-10-29T11:53:39.537690,131,1,0,21,226,929,717
2025-10-29T11:53:39.537690,131,3,15,0,17,331,609
2025-10-29T11:53:39.678838,132,1,0,31,224,936,717
2025-10-29T11:53:39.678838,132,3,15,0,17,331,609
2025-10-29T11:53:39.816644,133,1,0,28,222,939,717
2025-10-29T11:53:39.816644,133,3,15,0,17,331,609
2025-10-29T11:53:39.953510,134,1,0,6,218,935,720
2025-10-29T11:53:39.953510,134,3,15,0,17,331,609
2025-10-29T11:53:40.101192,135,1,0,82,215,935,715
2025-10-29T11:53:40.101192,135,3,15,0,17,331,609
2025-10-29T11:53:40.228472,136,1,0,300,213,937,713
2025-10-29T11:53:40.228472,136,3,15,0,17,331,609
2025-10-29T11:53:40.372754,137,1,0,413,203,959,713
2025-10-29T11:53:40.372754,137,3,15,0,17,331,609
2025-10-29T11:53:40.504819,138,1,0,441,200,962,712
2025-10-29T11:53:40.504819,138,3,15,0,17,331,609
2025-10-29T11:53:40.645212,139,1,0,431,194,973,712
2025-10-29T11:53:40.645212,139,3,15,0,17,331,609
2025-10-29T11:53:40.784395,140,1,0,421,184,968,712
2025-10-29T11:53:40.784395,140,3,15,0,17,331,609
2025-10-29T11:53:40.923430,141,1,0,379,154,1000,714
2025-10-29T11:53:40.923430,141,3,15,0,17,331,609
2025-10-29T11:53:41.056704,142,1,0,376,144,1002,715
2025-10-29T11:53:41.056704,142,3,15,0,17,331,609
2025-10-29T11:53:41.198499,143,1,0,370,138,1013,715
2025-10-29T11:53:41.198499,143,3,15,0,17,331,609
2025-10-29T11:53:41.333918,144,1,0,366,131,1032,714
2025-10-29T11:53:41.333918,144,3,15,0,17,331,609
2025-10-29T11:53:41.473961,145,1,0,336,107,1048,715
2025-10-29T11:53:41.473961,145,3,15,0,17,331,609
2025-10-29T11:53:41.613204,146,1,0,314,79,1068,717
2025-10-29T11:53:41.613204,146,3,15,0,17,331,609
2025-10-29T11:53:41.752279,147,1,0,306,82,1065,718
2025-10-29T11:53:41.752279,147,3,15,0,17,331,609
2025-10-29T11:53:41.884624,148,1,0,308,89,1057,717
2025-10-29T11:53:41.884624,148,3,15,0,17,331,609
2025-10-29T11:53:42.022151,149,1,0,312,105,1052,717
2025-10-29T11:53:42.022151,149,3,15,0,17,331,609
2025-10-29T11:53:42.170230,150,1,0,322,128,1034,715
2025-10-29T11:53:42.170230,150,3,15,0,17,331,609
2025-10-29T11:53:42.300560,151,1,0,367,156,1013,717
2025-10-29T11:53:42.300560,151,3,15,0,17,331,609
2025-10-29T11:53:42.450583,152,1,0,351,176,995,715
2025-10-29T11:53:42.450583,152,3,15,0,17,331,609
2025-10-29T11:53:42.585680,153,1,0,325,198,976,714
2025-10-29T11:53:42.585680,153,3,15,0,17,331,609
2025-10-29T11:53:42.725468,154,1,0,315,212,968,715
2025-10-29T11:53:42.725468,154,3,15,0,17,331,609
2025-10-29T11:53:42.866252,155,1,0,321,215,968,715
2025-10-29T11:53:42.866252,155,3,15,0,17,331,609
2025-10-29T11:53:42.997703,156,1,0,322,214,969,715
2025-10-29T11:53:42.997703,156,3,15,0,17,331,609
2025-10-29T11:53:43.132995,157,1,0,332,206,977,714
2025-10-29T11:53:43.132995,157,3,15,0,17,331,609
2025-10-29T11:53:43.272346,158,1,0,320,196,973,715
2025-10-29T11:53:43.272346,158,3,15,0,17,331,609
2025-10-29T11:53:43.409016,159,1,0,359,186,985,715
2025-10-29T11:53:43.409016,159,3,15,0,17,331,609
2025-10-29T11:53:43.548205,160,1,0,334,179,997,715
2025-10-29T11:53:43.729319,161,1,0,328,166,1010,716
2025-10-29T11:53:43.890041,162,1,0,318,156,1014,716
2025-10-29T11:53:44.041924,163,1,0,320,150,1018,717
2025-10-29T11:53:44.210295,164,1,0,316,144,1020,716
2025-10-29T11:53:44.342431,165,1,0,323,144,1023,717
2025-10-29T11:53:44.848873,0,1,0,323,142,1024,717
2025-10-29T11:53:44.999863,1,1,0,337,139,1021,716
2025-10-29T11:53:45.127436,2,1,0,311,135,1034,716
2025-10-29T11:53:45.259943,3,1,0,332,135,1024,714
2025-10-29T11:53:45.423766,4,1,0,322,136,1027,715
2025-10-29T11:53:45.580322,5,1,0,329,138,1028,715
2025-10-29T11:53:45.742680,6,1,0,347,138,1023,715
2025-10-29T11:53:45.947201,7,1,0,318,135,1033,715
2025-10-29T11:53:46.097381,8,1,0,352,128,1022,716
2025-10-29T11:53:46.232022,9,1,0,337,124,1028,716
2025-10-29T11:53:46.363453,10,1,0,333,121,1025,715
2025-10-29T11:53:46.504781,11,1,0,329,120,1027,715
2025-10-29T11:53:46.636305,12,1,0,330,122,1028,715
2025-10-29T11:53:46.774303,13,1,0,348,124,1023,715
2025-10-29T11:53:46.912480,14,1,0,344,128,1021,716
2025-10-29T11:53:47.046812,15,1,0,360,135,1025,715
2025-10-29T11:53:47.188111,16,1,0,361,140,1019,715
2025-10-29T11:53:47.323109,17,1,0,357,147,1019,716
2025-10-29T11:53:47.462472,18,1,0,355,148,1017,716
2025-10-29T11:53:47.600292,19,1,0,367,150,1016,717
2025-10-29T11:53:47.719664,20,1,0,361,149,1017,716
2025-10-29T11:53:47.866285,21,1,0,381,145,1014,714
2025-10-29T11:53:47.988166,22,1,0,366,153,1004,715
2025-10-29T11:53:48.122909,23,1,0,386,169,979,713
2025-10-29T11:53:48.122909,23,2,0,383,164,1265,713
2025-10-29T11:53:48.252803,24,1,0,381,174,1087,712
2025-10-29T11:53:48.252803,24,2,0,383,164,1265,713
2025-10-29T11:53:48.399664,25,1,0,389,180,1131,713
2025-10-29T11:53:48.399664,25,2,0,383,164,1265,713
2025-10-29T11:53:48.534358,26,1,0,389,180,1131,713
2025-10-29T11:53:48.534358,26,2,0,390,176,1249,713
2025-10-29T11:53:48.666064,27,1,0,389,176,1182,712
2025-10-29T11:53:48.666064,27,2,0,390,176,1249,713
2025-10-29T11:53:48.804279,28,1,0,392,176,1205,713
2025-10-29T11:53:48.804279,28,2,0,390,176,1249,713
2025-10-29T11:53:48.940912,29,1,0,392,176,1205,713
2025-10-29T11:53:48.940912,29,2,0,394,174,1265,714
2025-10-29T11:53:49.113178,30,1,0,385,178,1218,712
2025-10-29T11:53:49.113178,30,2,0,394,174,1265,714
2025-10-29T11:53:49.250872,31,1,0,387,176,1090,713
2025-10-29T11:53:49.250872,31,2,0,394,174,1265,714
2025-10-29T11:53:49.389177,32,1,0,387,176,1090,713
2025-10-29T11:53:49.389177,32,2,0,388,174,1200,713
2025-10-29T11:53:49.526715,33,1,0,395,177,1039,714
2025-10-29T11:53:49.526715,33,2,0,388,174,1200,713
2025-10-29T11:53:49.677965,34,1,0,383,166,979,713
2025-10-29T11:53:49.677965,34,2,0,388,174,1200,713
2025-10-29T11:53:49.805273,35,1,0,386,168,976,713
2025-10-29T11:53:49.805273,35,2,0,388,174,1200,713
2025-10-29T11:53:49.944276,36,1,0,415,179,957,712
2025-10-29T11:53:49.944276,36,2,0,388,174,1200,713
2025-10-29T11:53:50.085442,37,1,0,364,161,1022,716
2025-10-29T11:53:50.085442,37,2,0,388,174,1200,713
2025-10-29T11:53:50.218479,38,1,0,390,178,976,713
2025-10-29T11:53:50.218479,38,2,0,388,174,1200,713
2025-10-29T11:53:50.357173,39,1,0,16,179,959,715
2025-10-29T11:53:50.357173,39,2,0,388,174,1200,713
2025-10-29T11:53:50.497582,40,1,0,8,178,957,716
2025-10-29T11:53:50.497582,40,2,0,388,174,1200,713
2025-10-29T11:53:50.630694,41,1,0,11,176,959,716
2025-10-29T11:53:50.630694,41,2,0,388,174,1200,713
2025-10-29T11:53:50.769660,42,1,0,30,185,957,716
2025-10-29T11:53:50.769660,42,2,0,388,174,1200,713
2025-10-29T11:53:50.907853,43,1,0,66,183,959,715
2025-10-29T11:53:50.907853,43,2,0,388,174,1200,713
2025-10-29T11:53:51.048332,44,1,0,30,181,964,716
2025-10-29T11:53:51.048332,44,2,0,388,174,1200,713
2025-10-29T11:53:51.190207,45,1,0,59,188,960,715
2025-10-29T11:53:51.190207,45,2,0,388,174,1200,713
2025-10-29T11:53:51.327503,46,1,0,134,187,963,714
2025-10-29T11:53:51.327503,46,2,0,388,174,1200,713
2025-10-29T11:53:51.455647,47,1,0,262,184,962,714
2025-10-29T11:53:51.455647,47,2,0,388,174,1200,713
2025-10-29T11:53:51.605918,48,1,0,239,184,961,714
2025-10-29T11:53:51.605918,48,2,0,388,174,1200,713
2025-10-29T11:53:51.733876,49,1,0,49,186,960,715
2025-10-29T11:53:51.733876,49,2,0,388,174,1200,713
2025-10-29T11:53:51.869053,50,1,0,38,184,962,714
2025-10-29T11:53:51.869053,50,2,0,388,174,1200,713
2025-10-29T11:53:52.006388,51,1,0,41,182,964,715
2025-10-29T11:53:52.006388,51,2,0,388,174,1200,713
2025-10-29T11:53:52.145314,52,1,0,211,178,966,714
2025-10-29T11:53:52.145314,52,2,0,388,174,1200,713
2025-10-29T11:53:52.282644,53,1,0,228,173,975,713
